topic	study
CD015705	22321815
CD015705	22321944
CD015705	22324188
CD015705	22326800
CD015705	22326843
CD015705	22327043
CD015705	22328178
CD015705	22328237
CD015705	22328458
CD015705	22328473
CD015705	22329956
CD015705	22330047
CD015705	22332759
CD015705	22332781
CD015705	22333955
CD015705	22333963
CD015705	22334269
CD015705	22335285
CD015705	22335288
CD015705	22336989
CD015705	22337322
CD015705	22341135
CD015705	22342301
CD015705	22342868
CD015705	22344480
CD015705	22344611
CD015705	22345549
CD015705	22348399
CD015705	22350829
CD015705	22351580
CD015705	22352142
CD015705	22352898
CD015705	22354126
CD015705	22354509
CD015705	22355240
CD015705	22356528
CD015705	22356799
CD015705	22357057
CD015705	22357184
CD015705	22357192
CD015705	22357345
CD015705	22357787
CD015705	22360649
CD015705	22361158
CD015705	22362834
CD015705	22364473
CD015705	22364586
CD015705	22364795
CD015705	22365857
CD015705	22366293
CD015705	22366295
CD015705	22367670
CD015705	22368125
CD015705	22370435
CD015705	22371482
CD015705	22374346
CD015705	22375684
CD015705	22375945
CD015705	22376158
CD015705	22376257
CD015705	22377444
CD015705	22379185
CD015705	22381899
CD015705	22381904
CD015705	22382160
CD015705	22382396
CD015705	22382578
CD015705	22384997
CD015705	22386236
CD015705	22387185
CD015705	22387835
CD015705	22387837
CD015705	22388983
CD015705	22390341
CD015705	22390854
CD015705	22391091
CD015705	22391122
CD015705	22393036
CD015705	22395637
CD015705	22396927
CD015705	22397104
CD015705	22397396
CD015705	22397809
CD015705	22397945
CD015705	22400466
CD015705	22401330
CD015705	22401707
CD015705	22401793
CD015705	22401917
CD015705	22402810
CD015705	22402980
CD015705	22403208
CD015705	22403698
CD015705	22404971
CD015705	22405418
CD015705	22406883
CD015705	22407073
CD015705	22407597
CD015705	22409116
CD015705	22409858
CD015705	22411203
CD015705	22411413
CD015705	22411417
CD015705	22412052
CD015705	22412061
CD015705	22414031
CD015705	22415811
CD015705	22416517
CD015705	22417025
CD015705	22417819
CD015705	22417822
CD015705	22417955
CD015705	22418007
CD015705	22419001
CD015705	22420594
CD015705	22420685
CD015705	22420774
CD015705	22421060
CD015705	22421857
CD015705	22424304
CD015705	22424518
CD015705	22424935
CD015705	22425394
CD015705	22426935
CD015705	22428809
CD015705	22429384
CD015705	22429407
CD015705	22429424
CD015705	22430038
CD015705	22430683
CD015705	22432730
CD015705	22433164
CD015705	22434208
CD015705	22435883
CD015705	22435884
CD015705	22435966
CD015705	22436361
CD015705	22436838
CD015705	22437074
CD015705	22440482
CD015705	22440951
CD015705	22440993
CD015705	22441162
CD015705	22441964
CD015705	22443978
CD015705	22444565
CD015705	22445084
CD015705	22448710
CD015705	22449766
CD015705	22450692
CD015705	22450824
CD015705	22451617
CD015705	22454447
CD015705	22454482
CD015705	22455614
CD015705	22455671
CD015705	22456088
CD015705	22458000
CD015705	22458734
CD015705	22460023
CD015705	22460179
CD015705	22460565
CD015705	22461120
CD015705	22464046
CD015705	22465288
CD015705	22465355
CD015705	22466035
CD015705	22469163
CD015705	22469189
CD015705	22469758
CD015705	22471916
CD015705	22472668
CD015705	22473110
CD015705	22473553
CD015705	22474150
CD015705	22479598
CD015705	22479966
CD015705	22480033
CD015705	22480327
CD015705	22480353
CD015705	22480581
CD015705	22482742
CD015705	22483054
CD015705	22483528
CD015705	22483697
CD015705	22483737
CD015705	22487392
CD015705	22487781
CD015705	22490044
CD015705	22490097
CD015705	22490389
CD015705	22491758
CD015705	22493676
CD015705	22494078
CD015705	22494084
CD015705	22494428
CD015705	22494855
CD015705	22495417
CD015705	22496115
CD015705	22497793
CD015705	22498343
CD015705	22498440
CD015705	22499457
CD015705	22500470
CD015705	22500546
CD015705	22500560
CD015705	22502717
CD015705	22502836
CD015705	22503526
CD015705	22506839
CD015705	22508925
CD015705	22509232
CD015705	22509469
CD015705	22511828
CD015705	22512746
CD015705	22515757
CD015705	22517352
CD015705	22517404
CD015705	22517917
CD015705	22521629
CD015705	22523023
CD015705	22525340
CD015705	22527642
CD015705	22528240
CD015705	22528403
CD015705	22530285
CD015705	22532198
CD015705	22536581
CD015705	22537991
CD015705	22539008
CD015705	22539747
CD015705	22541313
CD015705	22541829
CD015705	22542812
CD015705	22543437
CD015705	22543990
CD015705	22544410
CD015705	22544429
CD015705	22544513
CD015705	22545630
CD015705	22547002
CD015705	22548387
CD015705	22548597
CD015705	22548604
CD015705	22548605
CD015705	22548941
CD015705	22549624
CD015705	22550109
CD015705	22550783
CD015705	22552588
CD015705	22554439
CD015705	22556315
CD015705	22559182
CD015705	22560299
CD015705	22561760
CD015705	22562174
CD015705	22564332
CD015705	22566486
CD015705	22566562
CD015705	22568737
CD015705	22570385
CD015705	22570390
CD015705	22570391
CD015705	22570396
CD015705	22570574
CD015705	22571448
CD015705	22573302
CD015705	22574427
CD015705	22574697
CD015705	22575023
CD015705	22575082
CD015705	22576762
CD015705	22579004
CD015705	22581343
CD015705	22581465
CD015705	22582179
CD015705	22583604
CD015705	22584372
CD015705	22584880
CD015705	22586785
CD015705	22587829
CD015705	22588429
CD015705	22588608
CD015705	22589312
CD015705	22591675
CD015705	22591811
CD015705	22592453
CD015705	22593120
CD015705	22594537
CD015705	22605781
CD015705	22605783
CD015705	22605787
CD015705	22607302
CD015705	22609485
CD015705	22610494
CD015705	22610909
CD015705	22614776
CD015705	22615116
CD015705	22616352
CD015705	22616368
CD015705	22621255
CD015705	22621407
CD015705	22624287
CD015705	22624630
CD015705	22624633
CD015705	22624776
CD015705	22632821
CD015705	22633005
CD015705	22633152
CD015705	22633492
CD015705	22633553
CD015705	22633835
CD015705	22634118
CD015705	22635048
CD015705	22639099
CD015705	22639197
CD015705	22640012
CD015705	22640234
CD015705	22640439
CD015705	22644425
CD015705	22645043
CD015705	22645047
CD015705	22646807
CD015705	22646848
CD015705	22647285
CD015705	22648609
CD015705	22649859
CD015705	22651257
CD015705	22651553
CD015705	22652111
CD015705	22652336
CD015705	22653379
CD015705	22653659
CD015705	22655470
CD015705	22657100
CD015705	22658219
CD015705	22658470
CD015705	22659078
CD015705	22659445
CD015705	22660827
CD015705	22661632
CD015705	22664558
CD015705	22669935
CD015705	22671864
CD015705	22671865
CD015705	22672414
CD015705	22672429
CD015705	22672471
CD015705	22673541
CD015705	22673865
CD015705	22676171
CD015705	22676640
CD015705	22677585
CD015705	22678187
CD015705	22679027
CD015705	22679216
CD015705	22681172
CD015705	22682470
CD015705	22682691
CD015705	22682767
CD015705	22683920
CD015705	22684264
CD015705	22686109
CD015705	22689078
CD015705	22689103
CD015705	22689633
CD015705	22690364
CD015705	22691191
CD015705	22693132
CD015705	22696369
CD015705	22696842
CD015705	22697101
CD015705	22699189
CD015705	22700107
CD015705	22700532
CD015705	22700557
CD015705	22703558
CD015705	22704234
CD015705	22704601
CD015705	22707744
CD015705	22708248
CD015705	22708648
CD015705	22710451
CD015705	22712138
CD015705	22712771
CD015705	22713836
CD015705	22714677
CD015705	22715956
CD015705	22717145
CD015705	22717881
CD015705	22717938
CD015705	22718056
CD015705	22718666
CD015705	22719911
CD015705	22720901
CD015705	22720999
CD015705	22721865
CD015705	22722896
CD015705	22723334
CD015705	22724450
CD015705	22724671
CD015705	22724672
CD015705	22727613
CD015705	22729390
CD015705	22729702
CD015705	22732953
CD015705	22733415
CD015705	22733418
CD015705	22733641
CD015705	22733677
CD015705	22733678
CD015705	22733680
CD015705	22733682
CD015705	22734939
CD015705	22735070
CD015705	22735392
CD015705	22735824
CD015705	22737096
CD015705	22737201
CD015705	22737778
CD015705	22738367
CD015705	22739480
CD015705	22741924
CD015705	22742209
CD015705	22742937
CD015705	22745614
CD015705	22746356
CD015705	22747557
CD015705	22747977
CD015705	22749424
CD015705	22749437
CD015705	22749512
CD015705	22749633
CD015705	22749840
CD015705	22750895
CD015705	22751024
CD015705	22751719
CD015705	22752615
CD015705	22753809
CD015705	22755724
CD015705	22759217
CD015705	22759239
CD015705	22759497
CD015705	22759498
CD015705	22759618
CD015705	22759851
CD015705	22760941
CD015705	22761757
CD015705	22762864
CD015705	22762965
CD015705	22763392
CD015705	22764743
CD015705	22766655
CD015705	22766780
CD015705	22767038
CD015705	22767887
CD015705	22769425
CD015705	22769592
CD015705	22769593
CD015705	22770390
CD015705	22770522
CD015705	22770824
CD015705	22772569
CD015705	22773556
CD015705	22775282
CD015705	22775785
CD015705	22775791
CD015705	22776682
CD015705	22776692
CD015705	22776772
CD015705	22778023
CD015705	22778792
CD015705	22782078
CD015705	22782203
CD015705	22783676
CD015705	22783771
CD015705	22783839
CD015705	22783857
CD015705	22784647
CD015705	22784873
CD015705	22785407
CD015705	22786507
CD015705	22786913
CD015705	22788357
CD015705	22789096
CD015705	22789649
CD015705	22789678
CD015705	22790038
CD015705	22790615
CD015705	22791682
CD015705	22794189
CD015705	22794349
CD015705	22795060
CD015705	22795142
CD015705	22795279
CD015705	22795316
CD015705	22795320
CD015705	22796404
CD015705	22796804
CD015705	22797017
CD015705	22797027
CD015705	22797644
CD015705	22798157
CD015705	22798174
CD015705	22800984
CD015705	22801069
CD015705	22802521
CD015705	22802597
CD015705	22803757
CD015705	22805677
CD015705	22806056
CD015705	22809006
CD015705	22809856
CD015705	22810158
CD015705	22811342
CD015705	22811458
CD015705	22813761
CD015705	22814933
CD015705	22815423
CD015705	22818255
CD015705	22818263
CD015705	22819440
CD015705	22820049
CD015705	22822042
CD015705	22822228
CD015705	22823025
CD015705	22823138
CD015705	22823455
CD015705	22824533
CD015705	22826013
CD015705	22826903
CD015705	22827430
CD015705	22827803
CD015705	22828574
CD015705	22829228
CD015705	22830742
CD015705	22830786
CD015705	22834900
CD015705	22835496
CD015705	22835804
CD015705	22836303
CD015705	22838275
CD015705	22840281
CD015705	22840639
CD015705	22840881
CD015705	22841438
CD015705	22841702
CD015705	22841703
CD015705	22841747
CD015705	22841825
CD015705	22841965
CD015705	22841973
CD015705	22845034
CD015705	22845616
CD015705	22845643
CD015705	22846060
CD015705	22846144
CD015705	22846846
CD015705	22849598
CD015705	22849649
CD015705	22851344
CD015705	22851942
CD015705	22852835
CD015705	22853799
CD015705	22854159
CD015705	22854227
CD015705	22855106
CD015705	22856531
CD015705	22857857
CD015705	22857860
CD015705	22858314
CD015705	22858437
CD015705	22858538
CD015705	22861503
CD015705	22861670
CD015705	22862935
CD015705	22863296
CD015705	22863466
CD015705	22864494
CD015705	22864847
CD015705	22864957
CD015705	22865018
CD015705	22865671
CD015705	22865745
CD015705	22865816
CD015705	22866914
CD015705	22866953
CD015705	22867107
CD015705	22867773
CD015705	22868362
CD015705	22868871
CD015705	22871420
CD015705	22871480
CD015705	22872042
CD015705	22872598
CD015705	22873933
CD015705	22874159
CD015705	22874185
CD015705	22874197
CD015705	22874199
CD015705	22874216
CD015705	22874224
CD015705	22874226
CD015705	22874236
CD015705	22874237
CD015705	22874238
CD015705	22874239
CD015705	22874288
CD015705	22874289
CD015705	22874303
CD015705	22874310
CD015705	22874313
CD015705	22874323
CD015705	22874338
CD015705	22874343
CD015705	22874347
CD015705	22874355
CD015705	22874357
CD015705	22874360
CD015705	22874364
CD015705	22874370
CD015705	22874387
CD015705	22874401
CD015705	22874402
CD015705	22874405
CD015705	22874406
CD015705	22874772
CD015705	22878076
CD015705	22879808
CD015705	22879810
CD015705	22882349
CD015705	22883305
CD015705	22886389
CD015705	22888147
CD015705	22889003
CD015705	22889443
CD015705	22890019
CD015705	22890335
CD015705	22890357
CD015705	22890460
CD015705	22891049
CD015705	22891236
CD015705	22891875
CD015705	22892545
CD015705	22892633
CD015705	22894020
CD015705	22894045
CD015705	22894654
CD015705	22894661
CD015705	22894823
CD015705	22895626
CD015705	22895923
CD015705	22897064
CD015705	22897605
CD015705	22898321
CD015705	22900153
CD015705	22900537
CD015705	22901028
CD015705	22901188
CD015705	22901989
CD015705	22902976
CD015705	22903654
CD015705	22903930
CD015705	22905827
CD015705	22906115
CD015705	22906370
CD015705	22910506
CD015705	22912490
CD015705	22914477
CD015705	22914791
CD015705	22915948
CD015705	22917639
CD015705	22917868
CD015705	22921485
CD015705	22921854
CD015705	22921961
CD015705	22922172
CD015705	22922494
CD015705	22923627
CD015705	22923708
CD015705	22924662
CD015705	22925029
CD015705	22925596
CD015705	22925792
CD015705	22925793
CD015705	22926633
CD015705	22927200
CD015705	22927623
CD015705	22928614
CD015705	22928759
CD015705	22929000
CD015705	22929353
CD015705	22929381
CD015705	22929801
CD015705	22930137
CD015705	22931225
CD015705	22931797
CD015705	22932228
CD015705	22934236
CD015705	22936058
CD015705	22937734
CD015705	22942030
CD015705	22942648
CD015705	22942812
CD015705	22943222
CD015705	22946507
CD015705	22947265
CD015705	22948492
CD015705	22948947
CD015705	22949460
CD015705	22950961
CD015705	22951094
CD015705	22951504
CD015705	22952336
CD015705	22952381
CD015705	22954253
CD015705	22954823
CD015705	22954844
CD015705	22954882
CD015705	22955495
CD015705	22956692
CD015705	22956695
CD015705	22956696
CD015705	22956698
CD015705	22958108
CD015705	22958162
CD015705	22958223
CD015705	22958309
CD015705	22958409
CD015705	22958633
CD015705	22960242
CD015705	22962194
CD015705	22962650
CD015705	22963617
CD015705	22964199
CD015705	22964679
CD015705	22965648
CD015705	22966826
CD015705	22967231
CD015705	22968353
CD015705	22970696
CD015705	22972116
CD015705	22973617
CD015705	22975428
CD015705	22978275
CD015705	22978729
CD015705	22978777
CD015705	22981545
CD015705	22983018
CD015705	22983558
CD015705	22985131
CD015705	22985642
CD015705	22985954
CD015705	22986907
CD015705	22987882
CD015705	22990343
CD015705	22990808
CD015705	22990951
CD015705	22992644
CD015705	22993290
CD015705	22994274
CD015705	22994378
CD015705	22994505
CD015705	22995003
CD015705	22995041
CD015705	22996145
CD015705	22996199
CD015705	22996856
CD015705	22996860
CD015705	22998398
CD015705	22999130
CD015705	22999410
CD015705	22999647
CD015705	22999779
CD015705	23000323
CD015705	23001618
CD015705	23002249
CD015705	23002493
CD015705	23006649
CD015705	23006798
CD015705	23009152
CD015705	23009713
CD015705	23011072
CD015705	23011124
CD015705	23012584
CD015705	23012590
CD015705	23013662
CD015705	23015097
CD015705	23015638
CD015705	23017633
CD015705	23018689
CD015705	23019239
CD015705	23021156
CD015705	23022263
CD015705	23024183
CD015705	23024309
CD015705	23026658
CD015705	23026738
CD015705	23026805
CD015705	23027319
CD015705	23031275
CD015705	23031488
CD015705	23031655
CD015705	23033181
CD015705	23034933
CD015705	23035137
CD015705	23036057
CD015705	23036059
CD015705	23036062
CD015705	23036149
CD015705	23039017
CD015705	23039113
CD015705	23039669
CD015705	23040272
CD015705	23042432
CD015705	23049928
CD015705	23051948
CD015705	23052150
CD015705	23052259
CD015705	23052418
CD015705	23052420
CD015705	23052911
CD015705	23052915
CD015705	23053398
CD015705	23053906
CD015705	23054168
CD015705	23054417
CD015705	23059515
CD015705	23063047
CD015705	23063211
CD015705	23063772
CD015705	23064065
CD015705	23064714
CD015705	23064867
CD015705	23065144
CD015705	23065921
CD015705	23066349
CD015705	23067004
CD015705	23068774
CD015705	23069209
CD015705	23070407
CD015705	23071233
CD015705	23072513
CD015705	23074510
CD015705	23075027
CD015705	23075584
CD015705	23076558
CD015705	23078154
CD015705	23080355
CD015705	23083537
CD015705	23084280
CD015705	23085139
CD015705	23086092
CD015705	23086410
CD015705	23086502
CD015705	23086584
CD015705	23086834
CD015705	23087010
CD015705	23087079
CD015705	23087080
CD015705	23088699
CD015705	23091948
CD015705	23093906
CD015705	23095004
CD015705	23095078
CD015705	23095115
CD015705	23098632
CD015705	23099879
CD015705	23100129
CD015705	23102938
CD015705	23103255
CD015705	23103844
CD015705	23104971
CD015705	23107362
CD015705	23110664
CD015705	23111028
CD015705	23111083
CD015705	23111127
CD015705	23111856
CD015705	23114224
CD015705	23114391
CD015705	23116089
CD015705	23117101
CD015705	23117634
CD015705	23118109
CD015705	23118202
CD015705	23118919
CD015705	23122535
CD015705	23122573
CD015705	23124047
CD015705	23125373
CD015705	23126650
CD015705	23127057
CD015705	23128586
CD015705	23129160
CD015705	23129700
CD015705	23130497
CD015705	23131826
CD015705	23131871
CD015705	23131910
CD015705	23133327
CD015705	23133542
CD015705	23133588
CD015705	23133591
CD015705	23134135
CD015705	23135887
CD015705	23136286
CD015705	23136290
CD015705	23136310
CD015705	23138089
CD015705	23138544
CD015705	23138912
CD015705	23140303
CD015705	23140312
CD015705	23140391
CD015705	23140800
CD015705	23141117
CD015705	23141481
CD015705	23143672
CD015705	23143846
CD015705	23143942
CD015705	23145840
CD015705	23147684
CD015705	23147782
CD015705	23149120
CD015705	23149364
CD015705	23149534
CD015705	23150344
CD015705	23150533
CD015705	23151362
CD015705	23152358
CD015705	23153294
CD015705	23154009
CD015705	23158224
CD015705	23159252
CD015705	23159830
CD015705	23161685
CD015705	23162071
CD015705	23165357
CD015705	23165730
CD015705	23171675
CD015705	23171746
CD015705	23171838
CD015705	23171877
CD015705	23171902
